Function,Iteration,WSOA,PSO,DE,GA,ABC,GWO,WOA,SCA,HHO,MPA,AO,DBO
F4,36,8.501555964940604e+02,9.313875431538361e+02,8.956036874696124e+02,8.700000001310195e+02,9.125000000000000e+02,9.056000884095847e+02,8.947546558250374e+02,9.047428009757840e+02,8.700000000000000e+02,8.850965138001727e+02,9.914995244522926e+02,9.220000000000000e+02
F4,37,8.501555964940604e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000001310195e+02,9.096250779827521e+02,9.056000884095847e+02,8.947546558250374e+02,9.047428009757840e+02,8.700000000000000e+02,8.850965138001727e+02,9.424045443476662e+02,9.220000000000000e+02
F4,38,8.501555964940604e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000001310195e+02,9.096250779827521e+02,9.056000884095847e+02,8.947546558250374e+02,9.047428009757840e+02,8.700000000000000e+02,8.850965138001727e+02,8.690520272885541e+02,9.220000000000000e+02
F4,39,8.345426086789521e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000001310195e+02,9.096250779827521e+02,9.056000884095847e+02,8.947546558250374e+02,9.047428009757840e+02,8.700000000000000e+02,8.850965138001727e+02,8.671255208708817e+02,9.220000000000000e+02
F4,40,8.313507295246702e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.056000884095847e+02,8.947546558250374e+02,9.047428009757840e+02,8.700000000000000e+02,8.850965138001727e+02,8.661074444677549e+02,9.220000000000000e+02
F4,41,8.313507295246702e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.056000884095847e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000071062733e+02,9.220000000000000e+02
F4,42,8.313507295246702e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.056000884095847e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000006077551e+02,9.220000000000000e+02
F4,43,8.313507295246702e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.056000884095847e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000006077551e+02,9.220000000000000e+02
F4,44,8.235865484308573e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.033474870487978e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000004253050e+02,9.220000000000000e+02
F4,45,8.209552516662977e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.033474870487978e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000004253050e+02,9.220000000000000e+02
F4,46,8.199585942419644e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.033474870487978e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000038885e+02,9.220000000000000e+02
F4,47,8.199585942419644e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,9.033474870487978e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000038885e+02,9.220000000000000e+02
F4,48,8.199585942419644e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,8.642848932108981e+02,8.945073324834314e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000038885e+02,9.220000000000000e+02
F4,49,8.199585942419644e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000151318e+02,9.096250779827521e+02,8.642848932108981e+02,8.609740414319283e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000038885e+02,9.220000000000000e+02
F4,50,8.199585942419644e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000093939e+02,9.096250779827521e+02,8.642848932108981e+02,8.609740414319283e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000038885e+02,9.220000000000000e+02
F4,51,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000093939e+02,9.096250779827521e+02,8.642848932108981e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000038885e+02,9.220000000000000e+02
F4,52,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000056547e+02,9.096250779827521e+02,8.642848932108981e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000031204e+02,9.220000000000000e+02
F4,53,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000026795e+02,9.096250779827521e+02,8.642848932108981e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000015323e+02,9.220000000000000e+02
F4,54,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000026394e+02,9.091761704160701e+02,8.640774800844240e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002480e+02,9.220000000000000e+02
F4,55,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,9.090236146002890e+02,8.640774800844240e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002480e+02,9.220000000000000e+02
F4,56,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,9.090236146002890e+02,8.640774800844240e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002480e+02,9.220000000000000e+02
F4,57,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,8.756432655439650e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002480e+02,9.220000000000000e+02
F4,58,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,8.756432655439650e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002480e+02,9.220000000000000e+02
F4,59,8.186549327609430e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,8.735926686706912e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002480e+02,9.220000000000000e+02
F4,60,8.185344701781389e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,61,8.185344701781389e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,62,8.185344701781389e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000013451e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,63,8.185344701781389e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000006263e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,64,8.185344701781389e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000006263e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,65,8.185344701781389e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000006263e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,66,8.181546509836220e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.635591031931801e+02,8.523361424813795e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,67,8.181546509836220e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.635591031931801e+02,8.521929453851304e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,68,8.181546509836220e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.635591031931801e+02,8.521929453851304e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,69,8.181009635985567e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.635591031931801e+02,8.521929453851304e+02,9.047428009757840e+02,8.700000000000000e+02,8.845041852071788e+02,8.660000000002443e+02,9.220000000000000e+02
F4,70,8.181009635985567e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.635591031931801e+02,8.521929453851304e+02,9.047428009757840e+02,8.700000000000000e+02,8.843225855231447e+02,8.660000000002443e+02,9.220000000000000e+02
F4,71,8.181009635985567e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.635591031931801e+02,8.521929453851304e+02,9.047428009757840e+02,8.700000000000000e+02,8.830204039577137e+02,8.660000000002443e+02,9.220000000000000e+02
F4,72,8.181009635985567e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.709017981622329e+02,8.626843389736385e+02,8.521372123466550e+02,9.047428009757840e+02,8.700000000000000e+02,8.461259628887874e+02,8.660000000002443e+02,9.220000000000000e+02
F4,73,8.181009635985567e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692987620544677e+02,8.626843389736385e+02,8.521117051874058e+02,9.047428009757840e+02,8.700000000000000e+02,8.460878175406535e+02,8.660000000002443e+02,9.220000000000000e+02
F4,74,8.180792823668771e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.626843389736385e+02,8.521117051874058e+02,9.047428009757840e+02,8.700000000000000e+02,8.460120580778990e+02,8.660000000002443e+02,9.220000000000000e+02
F4,75,8.180792823668771e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.626843389736385e+02,8.521117051874058e+02,9.047428009757840e+02,8.700000000000000e+02,8.460109209248308e+02,8.660000000002443e+02,9.220000000000000e+02
F4,76,8.180792823668771e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.626843389736385e+02,8.521117051874058e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000401178203e+02,8.660000000002443e+02,9.220000000000000e+02
F4,77,8.180536794208601e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.626843389736385e+02,8.318549682217314e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000401178203e+02,8.660000000002443e+02,9.220000000000000e+02
F4,78,8.180082253014020e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.626843389736385e+02,8.318549682217314e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000401178203e+02,8.660000000002443e+02,9.220000000000000e+02
F4,79,8.180015803647817e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.623067678137907e+02,8.318549682217314e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000401178203e+02,8.660000000002443e+02,9.220000000000000e+02
F4,80,8.180015803647817e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.622866882729918e+02,8.305796660920636e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000401178203e+02,8.660000000002443e+02,9.220000000000000e+02
F4,81,8.180015803647817e+02,9.313875431538361e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.622866882729918e+02,8.305796660920636e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000401178203e+02,8.660000000002443e+02,9.220000000000000e+02
F4,82,8.180015803647817e+02,9.273513235830059e+02,8.836459374668658e+02,8.700000000000606e+02,8.692329975202042e+02,8.622866882729918e+02,8.305796660920636e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,83,8.180015803647817e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000606e+02,8.692329975202042e+02,8.622866882729918e+02,8.301488670313671e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,84,8.180015803647817e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000606e+02,8.692329975202042e+02,8.622866882729918e+02,8.300662840336286e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,85,8.180015803647817e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.692329975202042e+02,8.621965253796930e+02,8.300662840336286e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,86,8.180015416478366e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.692329975202042e+02,8.621842465600498e+02,8.300229639863471e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,87,8.180015407698829e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.692329975202042e+02,8.621842465600498e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,88,8.180005093682934e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.692329975202042e+02,8.621842465600498e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,89,8.180005093682934e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.621842465600498e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,90,8.180005093682934e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.621842465600498e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,91,8.180001187538867e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.621695386055220e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,92,8.180001187538867e+02,9.273513235830059e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.621515391132134e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,93,8.180000879490962e+02,9.268733236924641e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620816291024003e+02,8.300028020379873e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,94,8.180000391780027e+02,9.268733236924641e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620816291024003e+02,8.300009917361160e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000001407510e+02,8.660000000002443e+02,9.220000000000000e+02
F4,95,8.180000340906472e+02,9.267974458227416e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620816291024003e+02,8.300009917361160e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000000210708e+02,8.660000000002443e+02,9.220000000000000e+02
F4,96,8.180000340906472e+02,9.267974458227416e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620816291024003e+02,8.300000059000889e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000000210708e+02,8.660000000002443e+02,9.220000000000000e+02
F4,97,8.180000244037440e+02,9.266841024351978e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620816291024003e+02,8.300000059000889e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000000210708e+02,8.660000000002443e+02,9.220000000000000e+02
F4,98,8.180000242765901e+02,9.266841024351978e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620166383430203e+02,8.300000059000889e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000000210708e+02,8.660000000002443e+02,9.220000000000000e+02
F4,99,8.180000229709668e+02,9.266069370732191e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620166383430203e+02,8.300000059000889e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000000043353e+02,8.660000000002443e+02,9.220000000000000e+02
F4,100,,9.265886063787916e+02,8.754492275163057e+02,8.700000000000002e+02,8.597126872584531e+02,8.620054513678164e+02,8.300000059000889e+02,9.047428009757840e+02,8.700000000000000e+02,8.460000000000356e+02,8.660000000002443e+02,9.220000000000000e+02

Function,Iteration,WSOA,PSO,DE,GA,ABC,GWO,WOA,SCA,HHO,MPA,AO,DBO
F5,0,9.119185856167148e+02,9.145057096898896e+02,9.145057096898896e+02,9.145057096898896e+02,9.151093236696073e+02,9.145057096898896e+02,9.145057096898896e+02,9.145057096898896e+02,9.145057096898896e+02,9.145057096898896e+02,9.145057096898896e+02,9.145057096898896e+02
F5,1,9.037154970219544e+02,9.084060658767243e+02,9.074669223038975e+02,9.113020383725972e+02,9.091107456224690e+02,9.034763190402334e+02,9.124837136431420e+02,9.130540959987229e+02,9.088414529595112e+02,9.114122930739314e+02,9.066357142738916e+02,9.117475851972121e+02
F5,2,9.021989062181647e+02,9.084060658767243e+02,9.074669223038975e+02,9.113020383725972e+02,9.087311707796753e+02,9.024141560764210e+02,9.110461160951705e+02,9.105844498905403e+02,9.037721499075678e+02,9.067596826461797e+02,9.066357142738916e+02,9.117475851972121e+02
F5,3,9.021989062181647e+02,9.084060658767243e+02,9.074669223038975e+02,9.100039555876062e+02,9.077385954209719e+02,9.016581761322076e+02,9.110461160951705e+02,9.105844498905403e+02,9.028209872921551e+02,9.030789576270070e+02,9.066357142738916e+02,9.117475851972121e+02
F5,4,9.014780840355314e+02,9.084060658767243e+02,9.074669223038975e+02,9.079754535773338e+02,9.034418570784460e+02,9.009160429189366e+02,9.082149502169947e+02,9.038519095922160e+02,9.028209872921551e+02,9.030789576270070e+02,9.066357142738916e+02,9.117475851972121e+02
F5,5,9.014155847955618e+02,9.084060658767243e+02,9.074669223038975e+02,9.079754535773338e+02,9.034418570784460e+02,9.005890368225496e+02,9.067909422046500e+02,9.038519095922160e+02,9.017562620701935e+02,9.030789576270070e+02,9.066357142738916e+02,9.117475851972121e+02
F5,6,9.004430365153812e+02,9.084060658767243e+02,9.074669223038975e+02,9.075084246425847e+02,9.034418570784460e+02,9.005539796403657e+02,9.065576578304705e+02,9.038519095922160e+02,9.017562620701935e+02,9.030789576270070e+02,9.066357142738916e+02,9.117475851972121e+02
F5,7,9.001712363217065e+02,9.084060658767243e+02,9.069299384864024e+02,9.068050500266299e+02,9.032895240299555e+02,9.001885974242982e+02,9.055201456524258e+02,9.033924370477818e+02,9.016351467870095e+02,9.029897281795385e+02,9.066357142738916e+02,9.117475851972121e+02
F5,8,9.001712363217065e+02,9.084060658767243e+02,9.051801643680838e+02,9.063523189749400e+02,9.030247243105555e+02,9.001885974242982e+02,9.055201456524258e+02,9.011338696942302e+02,9.016351467870095e+02,9.029897281795385e+02,9.066357142738916e+02,9.113968562881253e+02
F5,9,9.001712363217065e+02,9.084060658767243e+02,9.051801643680838e+02,9.049962095818300e+02,9.030247243105555e+02,9.001885974242982e+02,9.055201456524258e+02,9.011338696942302e+02,9.012211513626346e+02,9.029897281795385e+02,9.066357142738916e+02,9.113968562881253e+02
F5,10,9.001553902297748e+02,9.082556458863831e+02,9.051801643680838e+02,9.049962095818300e+02,9.030247243105555e+02,9.001885974242982e+02,9.048671601703951e+02,9.011338696942302e+02,9.010315871766907e+02,9.019098620222185e+02,9.066357142738916e+02,9.113968562881253e+02
F5,11,9.001470632847098e+02,9.082556458863831e+02,9.051801643680838e+02,9.047282891065196e+02,9.029518162362591e+02,9.001885974242982e+02,9.047995065019070e+02,9.008230313784039e+02,9.010315871766907e+02,9.019098620222185e+02,9.066357142738916e+02,9.113968562881253e+02
F5,12,9.001282955388129e+02,9.082556458863831e+02,9.051801643680838e+02,9.047282891065196e+02,9.029518162362591e+02,9.001885974242982e+02,9.047960847560875e+02,9.008230313784039e+02,9.010315871766907e+02,9.019098620222185e+02,9.066357142738916e+02,9.083929929146552e+02
F5,13,9.001055003670816e+02,9.082556458863831e+02,9.035075078614612e+02,9.045936933197243e+02,9.029453437048684e+02,9.001885974242982e+02,9.047918822885235e+02,9.008230313784039e+02,9.010315871766907e+02,9.019098620222185e+02,9.066357142738916e+02,9.083929929146552e+02
F5,14,9.000923328301200e+02,9.082556458863831e+02,9.032041499528046e+02,9.040626201661980e+02,9.029453437048684e+02,9.001885974242982e+02,9.045347290232455e+02,9.008230313784039e+02,9.010315871766907e+02,9.018771539852489e+02,9.066357142738916e+02,9.083929929146552e+02
F5,15,9.000589205899935e+02,9.068069060846099e+02,9.024432646058572e+02,9.039545503560068e+02,9.029452939832903e+02,9.001885974242982e+02,9.045262673211852e+02,9.008230313784039e+02,9.010315871766907e+02,9.017238566288157e+02,9.066357142738916e+02,9.083929929146552e+02
F5,16,9.000582703031747e+02,9.068069060846099e+02,9.024432646058572e+02,9.038397946801222e+02,9.029452939832903e+02,9.001885974242982e+02,9.042214071948998e+02,9.008230313784039e+02,9.010315871766907e+02,9.014368152594755e+02,9.066357142738916e+02,9.083929929146552e+02
F5,17,9.000556645183125e+02,9.068069060846099e+02,9.023010387974724e+02,9.034974914652103e+02,9.029452939832903e+02,9.001713874685710e+02,9.042214071948998e+02,9.008230313784039e+02,9.010315871766907e+02,9.014368152594755e+02,9.066357142738916e+02,9.083929929146552e+02
F5,18,9.000273590530721e+02,9.068069060846099e+02,9.023010387974724e+02,9.030978270153745e+02,9.029452939832903e+02,9.001713874685710e+02,9.042214071948998e+02,9.008230313784039e+02,9.010103068654906e+02,9.014368152594755e+02,9.066357142738916e+02,9.081812576702997e+02
F5,19,9.000273590530721e+02,9.068069060846099e+02,9.023010387974724e+02,9.030978270153745e+02,9.027976889273841e+02,9.001713874685710e+02,9.039335124667321e+02,9.008230313784039e+02,9.008602404727974e+02,9.013399747547637e+02,9.066357142738916e+02,9.077777548894687e+02
F5,20,9.000249006229309e+02,9.068069060846099e+02,9.023010387974724e+02,9.030978270153745e+02,9.018966138809947e+02,9.001713874685710e+02,9.039335124667321e+02,9.008230313784039e+02,9.008602404727974e+02,9.012120268051485e+02,9.066357142738916e+02,9.074813283234727e+02
F5,21,9.000249006229309e+02,9.068069060846099e+02,9.023010387974724e+02,9.030953723454456e+02,9.018083444446382e+02,9.001713874685710e+02,9.039335124667321e+02,9.008230313784039e+02,9.008602404727974e+02,9.010788526819633e+02,9.066357142738916e+02,9.074813283234727e+02
F5,22,9.000234373243163e+02,9.068069060846099e+02,9.023010387974724e+02,9.030896730865721e+02,9.018083444446382e+02,9.001583660260781e+02,9.037918724126216e+02,9.008230313784039e+02,9.008602404727974e+02,9.009929120041604e+02,9.066357142738916e+02,9.074813283234727e+02
F5,23,9.000161799657430e+02,9.068069060846099e+02,9.023010387974724e+02,9.030518010590065e+02,9.017512911945305e+02,9.001583660260781e+02,9.037918724126216e+02,9.008230313784039e+02,9.008602404727974e+02,9.009929120041604e+02,9.066357142738916e+02,9.074813283234727e+02
F5,24,9.000092766997917e+02,9.068069060846099e+02,9.023010387974724e+02,9.030518010590065e+02,9.017512911945305e+02,9.001583660260781e+02,9.037372285415512e+02,9.008230313784039e+02,9.008338884993202e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,25,9.000084917008616e+02,9.068069060846099e+02,9.023010387974724e+02,9.030485591750373e+02,9.017512911945305e+02,9.001583660260781e+02,9.037372285415512e+02,9.008230313784039e+02,9.008338884993202e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,26,9.000083015309132e+02,9.068069060846099e+02,9.022056930234306e+02,9.030345214990571e+02,9.017183541957969e+02,9.001583660260781e+02,9.035774488905867e+02,9.008230313784039e+02,9.008338884993202e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,27,9.000076131753758e+02,9.068069060846099e+02,9.022056930234306e+02,9.030134370076695e+02,9.017183541957969e+02,9.001498589977086e+02,9.035420454060256e+02,9.008230313784039e+02,9.008319793148160e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,28,9.000052092169084e+02,9.068069060846099e+02,9.014383412851066e+02,9.030134370076695e+02,9.017183541957969e+02,9.001498589977086e+02,9.035420454060256e+02,9.008230313784039e+02,9.008264780326954e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,29,9.000036125289490e+02,9.067311021945135e+02,9.012638680386872e+02,9.029990137236583e+02,9.017183541957969e+02,9.001498589977086e+02,9.034152418614754e+02,9.008230313784039e+02,9.008264780326954e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,30,9.000022928872460e+02,9.067311021945135e+02,9.012638680386872e+02,9.029918268979703e+02,9.017183541957969e+02,9.001498589977086e+02,9.034152418614754e+02,9.008230313784039e+02,9.008220558803613e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,31,9.000012055779462e+02,9.067311021945135e+02,9.012638680386872e+02,9.029918268979703e+02,9.017183541957969e+02,9.001498589977086e+02,9.034152418614754e+02,9.008230313784039e+02,9.008220558803613e+02,9.009929120041604e+02,9.066357142738916e+02,9.074427596715695e+02
F5,32,9.000008847761411e+02,9.067311021945135e+02,9.012385712735024e+02,9.029918268979703e+02,9.017183541957969e+02,9.001498589977086e+02,9.033004659383839e+02,9.008230313784039e+02,9.008220558803613e+02,9.009929120041604e+02,9.066357142738916e+02,9.073296499666573e+02
F5,33,9.000005369315993e+02,9.067311021945135e+02,9.012099218016699e+02,9.029266646507473e+02,9.017183541957969e+02,9.001498589977086e+02,9.030488461273384e+02,9.008230313784039e+02,9.008220558803613e+02,9.009929120041604e+02,9.066357142738916e+02,9.073236124368381e+02
F5,34,9.000004740733742e+02,9.067311021945135e+02,9.011397655453758e+02,9.029266646507473e+02,9.017183541957969e+02,9.001498589977086e+02,9.030488461273384e+02,9.006263367733110e+02,9.008220558803613e+02,9.009929120041604e+02,9.066357142738916e+02,9.073236124368381e+02
F5,35,9.000003224288132e+02,9.067311021945135e+02,9.011397655453758e+02,9.029241234831062e+02,9.017183541957969e+02,9.001498589977086e+02,9.023636162933269e+02,9.006263367733110e+02,9.008195356254246e+02,9.008399796176908e+02,9.031648198356621e+02,9.073236124368381e+02
